,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,19:49,,,,,"MISS JUMPER by LLOYD,ALEX",,,"MISS JUMPER by LLOYD,ALEX",1,jumper,missed,huntingdon college,"lloyd,alex",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1189
1,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,--,,,,,"REBOUND OFF by LLOYD,ALEX",,,"REBOUND OFF by LLOYD,ALEX",1,offensive rebound,,huntingdon college,"lloyd,alex",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",
2,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,19:40,,0,,2 ,"GOOD JUMPER by LLOYD,ALEX(in the paint)",CENTRE_M 0-2 (+2),,"GOOD JUMPER by LLOYD,ALEX(in the paint)",1,jumper,good,huntingdon college,"lloyd,alex",2,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1180
3,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,19:31,"MISS 3PTR by MOODY,JACOB",0,,2 ,,,,"MISS 3PTR by MOODY,JACOB",1,three pointer,missed,centre college,"moody,jacob",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1171
4,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,--,,0,,2 ,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",1,defensive rebound,,huntingdon college,"whiteside,donovan",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",
5,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,19:03,,0,,5 ,"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 0-5 (+5),,"GOOD 3PTR by ELLIS,BRYON",1,three pointer,good,huntingdon college,"ellis,bryon",3,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1143
6,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,--,,0,,5 ,"ASSIST  by CRAWFORD,JOSH",,,"ASSIST  by CRAWFORD,JOSH",1,assist,,huntingdon college,"crawford,josh",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",
7,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,18:26,"TURNOVER  by MOODY,JACOB",0,,5 ,,,,"TURNOVER  by MOODY,JACOB",1,turnover,,centre college,"moody,jacob",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1106
8,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,18:13,,0,,7 ,"GOOD JUMPER by LLOYD,ALEX(in the paint)",CENTRE_M 0-7 (+7),,"GOOD JUMPER by LLOYD,ALEX(in the paint)",1,jumper,good,huntingdon college,"lloyd,alex",2,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1093
9,0675,Centre College,Huntingdon College,0,45-64,"38,26","16,29",3-0,1-2,N/A,N/A,11/20/10,2:00 AM,N/A,"LaGrange, GA",Win,2,False,57,False,17:53,"TURNOVER  by TURNIPSEED,D'AWVALO",0,,7 ,,,,"TURNOVER  by TURNIPSEED,D'AWVALO",1,turnover,,centre college,"turnipseed,d'awvalo",,"['williams,deshaun', 'williams,adrian', 'hudson,ephriam', 'moody,jacob', ""turnipseed,d'awvalo""]","['ellis,bryon', 'lloyd,alex', 'whiteside,donovan', 'crawford,josh', 'mullaney,jeff']",1073
