,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,19:42,"MISS LAYUP by JENSEN,RYAN(in the paint)",,,,,,,"MISS LAYUP by JENSEN,RYAN(in the paint)",1,layup,missed,tcnj,"jensen,ryan",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1182
1,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,--,"REBOUND OFF by RINGEL,P.J.",,,,,,,"REBOUND OFF by RINGEL,P.J.",1,offensive rebound,,tcnj,"ringel,pj",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",
2,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,19:23,"MISS 3PTR by GLOVER,JORDAN",,,,,,,"MISS 3PTR by GLOVER,JORDAN",1,three pointer,missed,tcnj,"glover,jordan",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1163
3,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1,defensive rebound,,centre,"sine,tucker",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",
4,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,19:01,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",1,three pointer,missed,centre,"bates,jacob",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1141
5,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,centre,,,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",
6,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,18:56,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1,three pointer,missed,centre,"ayers,perry",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1136
7,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,--,"REBOUND DEF by CARPENTER,NIALL",,,,,,,"REBOUND DEF by CARPENTER,NIALL",1,defensive rebound,,tcnj,"carpenter,niall",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",
8,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,18:44,"GOOD LAYUP by WALKO,RANDY",2 ,,0,,TCNJ 2-0 (-2),,"GOOD LAYUP by WALKO,RANDY",1,layup,good,tcnj,"walko,randy",2,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1124
9,3459,Centre,TCNJ,0,69-65,"29,36,65","30,39,69",0,0,N/A,N/A,12/29/18,0,N/A,Duchossois Tennis Center,Lose,3,False,N/A,False,18:32,,2 ,,0,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",1,foul,,centre,"bates,jacob",,"['carpenter,niall', 'walko,randy', 'glover,jordan', 'ringel,p.j.', 'jensen,ryan']","['bates,jacob', 'ayers,perry', 'sine,tucker', 'rakes,bailey', 'walker,art']",1112
